src_addr,src_port,dst_addr,dst_port,protocol,packet_len
	TCP payload (313 bytes)
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)
Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 308
	Encrypted Application Data: c20baa4b1c667ba7a9586c240df45be5fb1043873d8936d92946d5f4a75b5c9c5bb9c255…
	Application Data Protocol: http-over-tls

10.21.75.34,63357,171.70.168.183,53,UDP,62
10.21.75.34,56393,171.70.168.183,53,UDP,62
10.21.75.34,62620,171.70.168.183,53,UDP,62
171.70.168.183,53,10.21.75.34,63357,UDP,62
171.70.168.183,53,10.21.75.34,56393,UDP,324
No attribute named ip
Just arrived: Packet (Length: 88)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0000 .... .... .... .... .... = Traffic Class: 0x00 (DSCP: CS0, ECN: Not-ECT)
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..00 .... .... .... .... .... = Explicit Congestion Notification: Not ECN-Capable Transport (0)
	.... 1111 0000 1001 0000 0000 = Flow Label: 0xf0900
	Payload Length: 44
	Next Header: TCP (6)
	Hop Limit: 64
	Source Address: 2001:420:c0c8:1004::148
	Destination Address: 2600:1406:4400:29b::441d
Layer TCP:
	Source Port: 53174
	Destination Port: 443
	Stream index: 19
	Conversation completeness: Incomplete (0)
	TCP Segment Len: 0
	Sequence Number: 0    (relative sequence number)
	Sequence Number (raw): 3170339855
	Next Sequence Number: 1    (relative sequence number)
	Acknowledgment Number: 0
	Acknowledgment number (raw): 0
	1011 .... = Header Length: 44 bytes (11)
	Flags: 0x0c2 (SYN, ECN, CWR)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 1... .... = Congestion Window Reduced (CWR): Set
	.... .1.. .... = ECN-Echo: Set
	.... ..0. .... = Urgent: Not set
	.... ...0 .... = Acknowledgment: Not set
	.... .... 0... = Push: Not set
	.... .... .0.. = Reset: Not set
	.... .... ..1. = Syn: Set
	Expert Info (Chat/Sequence): Connection establish request (SYN): server port 443
	Connection establish request (SYN): server port 443
	Severity level: Chat
	Group: Sequence
	.... .... ...0 = Fin: Not set
	TCP Flags: ····CE····S·
	Window: 65535
	Calculated window size: 65535
	Checksum: 0x5ab8 [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (24 bytes), Maximum segment size, No-Operation (NOP), Window scale, No-Operation (NOP), No-Operation (NOP), Timestamps, SACK permitted, End of Option List (EOL)
	TCP Option - Maximum segment size: 1330 bytes
	Kind: Maximum Segment Size (2)
	Length: 4
	MSS Value: 1330
	TCP Option - No-Operation (NOP)
	TCP Option - Window scale: 6 (multiply by 64)
	Shift count: 6
	Multiplier: 64
	TCP Option - Timestamps: TSval 179239914, TSecr 0
	Timestamp value: 179239914
	Timestamp echo reply: 0
	TCP Option - SACK permitted
	TCP Option - End of Option List (EOL)
	Timestamps
	Time since first frame in this TCP stream: 0.000000000 seconds
	Time since previous frame in this TCP stream: 0.000000000 seconds
	Kind: No-Operation (1)
	Kind: Window Scale (3)
	Kind: No-Operation (1)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)
	Kind: SACK Permitted (4)
	Kind: End of Option List (0)
	Length: 3
	Length: 10
	Length: 2
	TCP Option - No-Operation (NOP)
	TCP Option - No-Operation (NOP)

171.70.168.183,53,10.21.75.34,62620,UDP,200
No attribute named ip
Just arrived: Packet (Length: 76)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0000 .... .... .... .... .... = Traffic Class: 0x00 (DSCP: CS0, ECN: Not-ECT)
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..00 .... .... .... .... .... = Explicit Congestion Notification: Not ECN-Capable Transport (0)
	.... 0110 1101 1001 0000 1010 = Flow Label: 0x6d90a
	Payload Length: 32
	Next Header: TCP (6)
	Hop Limit: 52
	Source Address: 2600:1406:4400:29b::441d
	Destination Address: 2001:420:c0c8:1004::148
Layer TCP:
	Source Port: 443
	Destination Port: 53169
	Stream index: 17
	Conversation completeness: Incomplete, DATA (15)
	TCP Segment Len: 0
	Sequence Number: 7287    (relative sequence number)
	Sequence Number (raw): 1170502577
	Next Sequence Number: 7287    (relative sequence number)
	Acknowledgment Number: 2873    (relative ack number)
	Acknowledgment number (raw): 1482268085
	1000 .... = Header Length: 32 bytes (8)
	Flags: 0x010 (ACK)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 0... = Push: Not set
	.... .... .0.. = Reset: Not set
	.... .... ..0. = Syn: Not set
	.... .... ...0 = Fin: Not set
	TCP Flags: ·······A····
	Window: 501
	Calculated window size: 64128
	Window size scaling factor: 128
	Checksum: 0x7e7e [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (12 bytes), No-Operation (NOP), No-Operation (NOP), Timestamps
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	TCP Option - Timestamps: TSval 3934215865, TSecr 3280842141
	Length: 10
	Timestamp value: 3934215865
	Timestamp echo reply: 3280842141
	Timestamps
	Time since first frame in this TCP stream: 16.134744000 seconds
	Time since previous frame in this TCP stream: 0.086203000 seconds
	SEQ/ACK analysis
	This is an ACK to the segment in frame: 779
	The RTT to ACK the segment was: 0.086203000 seconds
	iRTT: 0.040829000 seconds
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)

No attribute named ip
Just arrived: Packet (Length: 745)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0010 .... .... .... .... .... = Traffic Class: 0x02 (DSCP: CS0, ECN: ECT(0))
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..10 .... .... .... .... .... = Explicit Congestion Notification: ECN-Capable Transport codepoint '10' (2)
	.... 1110 0000 1110 0000 0000 = Flow Label: 0xe0e00
	Payload Length: 701
	Next Header: TCP (6)
	Hop Limit: 64
	Source Address: 2001:420:c0c8:1004::148
	Destination Address: 2600:1406:4400:29b::441d
Layer TCP:
	Source Port: 53169
	Destination Port: 443
	Stream index: 17
	Conversation completeness: Incomplete, DATA (15)
	TCP Segment Len: 669
	Sequence Number: 2873    (relative sequence number)
	Sequence Number (raw): 1482268085
	Next Sequence Number: 3542    (relative sequence number)
	Acknowledgment Number: 7287    (relative ack number)
	Acknowledgment number (raw): 1170502577
	1000 .... = Header Length: 32 bytes (8)
	Flags: 0x018 (PSH, ACK)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 1... = Push: Set
	.... .... .0.. = Reset: Not set
	.... .... ..0. = Syn: Not set
	.... .... ...0 = Fin: Not set
	TCP Flags: ·······AP···
	Window: 2048
	Calculated window size: 131072
	Window size scaling factor: 64
	Checksum: 0xd08d [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (12 bytes), No-Operation (NOP), No-Operation (NOP), Timestamps
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	TCP Option - Timestamps: TSval 3280842227, TSecr 3934215865
	Length: 10
	Timestamp value: 3280842227
	Timestamp echo reply: 3934215865
	Timestamps
	Time since first frame in this TCP stream: 16.134806000 seconds
	Time since previous frame in this TCP stream: 0.000062000 seconds
	SEQ/ACK analysis
	iRTT: 0.040829000 seconds
	Bytes in flight: 669
	Bytes sent since last PSH flag: 669
	TCP payload (669 bytes)
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)
Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 664
	Encrypted Application Data: d4058141fe637fdfe13b0eb1167b969c88582c2d78dd36c7e73568fab7df00ad1ed14e71…
	Application Data Protocol: http-over-tls

No attribute named ip
Just arrived: Packet (Length: 84)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0000 .... .... .... .... .... = Traffic Class: 0x00 (DSCP: CS0, ECN: Not-ECT)
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..00 .... .... .... .... .... = Explicit Congestion Notification: Not ECN-Capable Transport (0)
	.... 0110 0110 0001 0010 0100 = Flow Label: 0x66124
	Payload Length: 40
	Next Header: TCP (6)
	Hop Limit: 52
	Source Address: 2600:1406:4400:29b::441d
	Destination Address: 2001:420:c0c8:1004::148
Layer TCP:
	Source Port: 443
	Destination Port: 53174
	Stream index: 19
	Conversation completeness: Incomplete, SYN_SENT (1)
	TCP Segment Len: 0
	Sequence Number: 0    (relative sequence number)
	Sequence Number (raw): 1421944923
	Next Sequence Number: 1    (relative sequence number)
	Acknowledgment Number: 1    (relative ack number)
	Acknowledgment number (raw): 3170339856
	1010 .... = Header Length: 40 bytes (10)
	Flags: 0x052 (SYN, ACK, ECN)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .1.. .... = ECN-Echo: Set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 0... = Push: Not set
	.... .... .0.. = Reset: Not set
	.... .... ..1. = Syn: Set
	Expert Info (Chat/Sequence): Connection establish acknowledge (SYN+ACK): server port 443
	Connection establish acknowledge (SYN+ACK): server port 443
	Severity level: Chat
	Group: Sequence
	.... .... ...0 = Fin: Not set
	TCP Flags: ·····E·A··S·
	Window: 64260
	Calculated window size: 64260
	Checksum: 0x3f67 [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (20 bytes), Maximum segment size, SACK permitted, Timestamps, No-Operation (NOP), Window scale
	TCP Option - Maximum segment size: 1260 bytes
	Kind: Maximum Segment Size (2)
	Length: 4
	MSS Value: 1260
	TCP Option - SACK permitted
	TCP Option - Timestamps: TSval 2328701467, TSecr 179239914
	Timestamp value: 2328701467
	Timestamp echo reply: 179239914
	TCP Option - No-Operation (NOP)
	TCP Option - Window scale: 7 (multiply by 128)
	Shift count: 7
	Multiplier: 128
	Timestamps
	Time since first frame in this TCP stream: 0.041638000 seconds
	Time since previous frame in this TCP stream: 0.041638000 seconds
	SEQ/ACK analysis
	This is an ACK to the segment in frame: 785
	The RTT to ACK the segment was: 0.041638000 seconds
	Kind: SACK Permitted (4)
	Kind: Time Stamp Option (8)
	Kind: No-Operation (1)
	Kind: Window Scale (3)
	Length: 2
	Length: 10
	Length: 3

No attribute named ip
Just arrived: Packet (Length: 76)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0000 .... .... .... .... .... = Traffic Class: 0x00 (DSCP: CS0, ECN: Not-ECT)
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..00 .... .... .... .... .... = Explicit Congestion Notification: Not ECN-Capable Transport (0)
	.... 1111 0000 1001 0000 0000 = Flow Label: 0xf0900
	Payload Length: 32
	Next Header: TCP (6)
	Hop Limit: 64
	Source Address: 2001:420:c0c8:1004::148
	Destination Address: 2600:1406:4400:29b::441d
Layer TCP:
	Source Port: 53174
	Destination Port: 443
	Stream index: 19
	Conversation completeness: Incomplete, CLIENT_ESTABLISHED (3)
	TCP Segment Len: 0
	Sequence Number: 1    (relative sequence number)
	Sequence Number (raw): 3170339856
	Next Sequence Number: 1    (relative sequence number)
	Acknowledgment Number: 1    (relative ack number)
	Acknowledgment number (raw): 1421944924
	1000 .... = Header Length: 32 bytes (8)
	Flags: 0x010 (ACK)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 0... = Push: Not set
	.... .... .0.. = Reset: Not set
	.... .... ..0. = Syn: Not set
	.... .... ...0 = Fin: Not set
	TCP Flags: ·······A····
	Window: 39
	Calculated window size: 2496
	Window size scaling factor: 64
	Checksum: 0x685e [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (12 bytes), No-Operation (NOP), No-Operation (NOP), Timestamps
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	TCP Option - Timestamps: TSval 179239957, TSecr 2328701467
	Length: 10
	Timestamp value: 179239957
	Timestamp echo reply: 2328701467
	Timestamps
	Time since first frame in this TCP stream: 0.041728000 seconds
	Time since previous frame in this TCP stream: 0.000090000 seconds
	SEQ/ACK analysis
	This is an ACK to the segment in frame: 789
	The RTT to ACK the segment was: 0.000090000 seconds
	iRTT: 0.041728000 seconds
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)

No attribute named ip
Just arrived: Packet (Length: 593)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0010 .... .... .... .... .... = Traffic Class: 0x02 (DSCP: CS0, ECN: ECT(0))
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..10 .... .... .... .... .... = Explicit Congestion Notification: ECN-Capable Transport codepoint '10' (2)
	.... 1111 0000 1001 0000 0000 = Flow Label: 0xf0900
	Payload Length: 549
	Next Header: TCP (6)
	Hop Limit: 64
	Source Address: 2001:420:c0c8:1004::148
	Destination Address: 2600:1406:4400:29b::441d
Layer TCP:
	Source Port: 53174
	Destination Port: 443
	Stream index: 19
	Conversation completeness: Incomplete, ESTABLISHED (7)
	TCP Segment Len: 517
	Sequence Number: 1    (relative sequence number)
	Sequence Number (raw): 3170339856
	Next Sequence Number: 518    (relative sequence number)
	Acknowledgment Number: 1    (relative ack number)
	Acknowledgment number (raw): 1421944924
	1000 .... = Header Length: 32 bytes (8)
	Flags: 0x018 (PSH, ACK)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 1... = Push: Set
	.... .... .0.. = Reset: Not set
	.... .... ..0. = Syn: Not set
	.... .... ...0 = Fin: Not set
	TCP Flags: ·······AP···
	Window: 39
	Calculated window size: 2496
	Window size scaling factor: 64
	Checksum: 0xece0 [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (12 bytes), No-Operation (NOP), No-Operation (NOP), Timestamps
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	TCP Option - Timestamps: TSval 179239957, TSecr 2328701467
	Length: 10
	Timestamp value: 179239957
	Timestamp echo reply: 2328701467
	Timestamps
	Time since first frame in this TCP stream: 0.042192000 seconds
	Time since previous frame in this TCP stream: 0.000464000 seconds
	SEQ/ACK analysis
	iRTT: 0.041728000 seconds
	Bytes in flight: 517
	Bytes sent since last PSH flag: 517
	TCP payload (517 bytes)
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)
Layer TLS:
	TLSv1 Record Layer: Handshake Protocol: Client Hello
	Content Type: Handshake (22)
	Version: TLS 1.0 (0x0301)
	Length: 512
	Handshake Protocol: Client Hello
	Handshake Type: Client Hello (1)
	Length: 508
	Version: TLS 1.2 (0x0303)
	Random: c52efa92cc7fae95d3a1598da2b3093344b581476517bfb37bac146ebbf8019f
	GMT Unix Time: Oct 30, 2074 22:45:54.000000000 PDT
	Random Bytes: cc7fae95d3a1598da2b3093344b581476517bfb37bac146ebbf8019f
	Session ID Length: 32
	Session ID: 9f944cda8ed396c9ee14c5d4e7f3f5db3f5cdae1df3ba99e4e8c51fac40e8e45
	Cipher Suites Length: 42
	Cipher Suites (21 suites)
	Cipher Suite: Reserved (GREASE) (0xdada)
	Compression Methods Length: 1
	Compression Methods (1 method)
	Compression Method: null (0)
	Extensions Length: 393
	Extension: Reserved (GREASE) (len=0)
	Type: Reserved (GREASE) (2570)
	Length: 0
	Data: <MISSING>
	Server Name list length: 15
	Server Name Type: host_name (0)
	Server Name length: 12
	Server Name: xp.apple.com
	Renegotiation info extension length: 0
	Supported Groups List Length: 10
	Supported Groups (5 groups)
	Supported Group: Reserved (GREASE) (0xcaca)
	EC point formats Length: 1
	Elliptic curves point formats (1)
	EC point format: uncompressed (0)
	ALPN Extension Length: 12
	ALPN Protocol
	ALPN string length: 2
	ALPN Next Protocol: h2
	Certificate Status Type: OCSP (1)
	Responder ID list Length: 0
	Request Extensions Length: 0
	Signature Hash Algorithms Length: 22
	Signature Hash Algorithms (11 algorithms)
	Signature Algorithm: ecdsa_secp256r1_sha256 (0x0403)
	Signature Hash Algorithm Hash: SHA256 (4)
	Signature Hash Algorithm Signature: ECDSA (3)
	Client Key Share Length: 41
	Group: Reserved (GREASE) (51914)
	Key Exchange Length: 1
	Key Exchange: 00
	PSK Key Exchange Modes Length: 1
	PSK Key Exchange Mode: PSK with (EC)DHE key establishment (psk_dhe_ke) (1)
	Supported Versions length: 10
	Supported Version: Reserved (GREASE) (0x5a5a)
	Algorithms Length: 2
	Algorithm: zlib (1)
	Padding Data: 000000000000000000000000000000000000000000000000000000000000000000000000…
	JA3 Fullstring: 771,4865-4866-4867-49196-49195-52393-49200-49199-52392-49162-49161-49172-49171-157-156-53-47-49160-49170-10,0-23-65281-10-11-16-5-13-18-51-45-43-27-21,29-23-24-25,0
	JA3: 773906b0efdefa24a7f2b8eb6985bf37
	Cipher Suite: TLS_AES_128_GCM_SHA256 (0x1301)
	Cipher Suite: TLS_AES_256_GCM_SHA384 (0x1302)
	Cipher Suite: TLS_CHACHA20_POLY1305_SHA256 (0x1303)
	Cipher Suite: TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384 (0xc02c)
	Cipher Suite: TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256 (0xc02b)
	Cipher Suite: TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256 (0xcca9)
	Cipher Suite: TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384 (0xc030)
	Cipher Suite: TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256 (0xc02f)
	Cipher Suite: TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256 (0xcca8)
	Cipher Suite: TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA (0xc00a)
	Cipher Suite: TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA (0xc009)
	Cipher Suite: TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA (0xc014)
	Cipher Suite: TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA (0xc013)
	Cipher Suite: TLS_RSA_WITH_AES_256_GCM_SHA384 (0x009d)
	Cipher Suite: TLS_RSA_WITH_AES_128_GCM_SHA256 (0x009c)
	Cipher Suite: TLS_RSA_WITH_AES_256_CBC_SHA (0x0035)
	Cipher Suite: TLS_RSA_WITH_AES_128_CBC_SHA (0x002f)
	Cipher Suite: TLS_ECDHE_ECDSA_WITH_3DES_EDE_CBC_SHA (0xc008)
	Cipher Suite: TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA (0xc012)
	Cipher Suite: TLS_RSA_WITH_3DES_EDE_CBC_SHA (0x000a)
	Extension: server_name (len=17)
	Server Name Indication extension
	Extension: extended_master_secret (len=0)
	Extension: renegotiation_info (len=1)
	Renegotiation Info extension
	Extension: supported_groups (len=12)
	Extension: ec_point_formats (len=2)
	Extension: application_layer_protocol_negotiation (len=14)
	Extension: status_request (len=5)
	Extension: signature_algorithms (len=24)
	Extension: signed_certificate_timestamp (len=0)
	Extension: key_share (len=43)
	Key Share extension
	Key Share Entry: Group: Reserved (GREASE), Key Exchange length: 1
	Key Share Entry: Group: x25519, Key Exchange length: 32
	Extension: psk_key_exchange_modes (len=2)
	Extension: supported_versions (len=11)
	Extension: compress_certificate (len=3)
	Extension: Reserved (GREASE) (len=1)
	Extension: padding (len=194)
	Type: server_name (0)
	Type: extended_master_secret (23)
	Type: renegotiation_info (65281)
	Type: supported_groups (10)
	Type: ec_point_formats (11)
	Type: application_layer_protocol_negotiation (16)
	Type: status_request (5)
	Type: signature_algorithms (13)
	Type: signed_certificate_timestamp (18)
	Type: key_share (51)
	Type: psk_key_exchange_modes (45)
	Type: supported_versions (43)
	Type: compress_certificate (27)
	Type: Reserved (GREASE) (47802)
	Type: padding (21)
	Length: 17
	Length: 0
	Length: 1
	Length: 12
	Length: 2
	Length: 14
	Length: 5
	Length: 24
	Length: 0
	Length: 43
	Length: 2
	Length: 11
	Length: 3
	Length: 1
	Length: 194
	Data: 00
	Supported Group: x25519 (0x001d)
	Supported Group: secp256r1 (0x0017)
	Supported Group: secp384r1 (0x0018)
	Supported Group: secp521r1 (0x0019)
	ALPN string length: 8
	ALPN Next Protocol: http/1.1
	Signature Algorithm: rsa_pss_rsae_sha256 (0x0804)
	Signature Algorithm: rsa_pkcs1_sha256 (0x0401)
	Signature Algorithm: ecdsa_secp384r1_sha384 (0x0503)
	Signature Algorithm: ecdsa_sha1 (0x0203)
	Signature Algorithm: rsa_pss_rsae_sha384 (0x0805)
	Signature Algorithm: rsa_pss_rsae_sha384 (0x0805)
	Signature Algorithm: rsa_pkcs1_sha384 (0x0501)
	Signature Algorithm: rsa_pss_rsae_sha512 (0x0806)
	Signature Algorithm: rsa_pkcs1_sha512 (0x0601)
	Signature Algorithm: rsa_pkcs1_sha1 (0x0201)
	Signature Hash Algorithm Hash: Unknown (8)
	Signature Hash Algorithm Hash: SHA256 (4)
	Signature Hash Algorithm Hash: SHA384 (5)
	Signature Hash Algorithm Hash: SHA1 (2)
	Signature Hash Algorithm Hash: Unknown (8)
	Signature Hash Algorithm Hash: Unknown (8)
	Signature Hash Algorithm Hash: SHA384 (5)
	Signature Hash Algorithm Hash: Unknown (8)
	Signature Hash Algorithm Hash: SHA512 (6)
	Signature Hash Algorithm Hash: SHA1 (2)
	Signature Hash Algorithm Signature: SM2 (4)
	Signature Hash Algorithm Signature: RSA (1)
	Signature Hash Algorithm Signature: ECDSA (3)
	Signature Hash Algorithm Signature: ECDSA (3)
	Signature Hash Algorithm Signature: Unknown (5)
	Signature Hash Algorithm Signature: Unknown (5)
	Signature Hash Algorithm Signature: RSA (1)
	Signature Hash Algorithm Signature: Unknown (6)
	Signature Hash Algorithm Signature: RSA (1)
	Signature Hash Algorithm Signature: RSA (1)
	Group: x25519 (29)
	Key Exchange Length: 32
	Key Exchange: 2df1154fc0dacd3dd7f4fe3e6b9995196c1caa3abf72ed2c799fe4ca2c96d405
	Supported Version: TLS 1.3 (0x0304)
	Supported Version: TLS 1.2 (0x0303)
	Supported Version: TLS 1.1 (0x0302)
	Supported Version: TLS 1.0 (0x0301)

No attribute named ip
Just arrived: Packet (Length: 76)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0000 .... .... .... .... .... = Traffic Class: 0x00 (DSCP: CS0, ECN: Not-ECT)
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..00 .... .... .... .... .... = Explicit Congestion Notification: Not ECN-Capable Transport (0)
	.... 0110 1101 1001 0000 1010 = Flow Label: 0x6d90a
	Payload Length: 32
	Next Header: TCP (6)
	Hop Limit: 52
	Source Address: 2600:1406:4400:29b::441d
	Destination Address: 2001:420:c0c8:1004::148
Layer TCP:
	Source Port: 443
	Destination Port: 53169
	Stream index: 17
	Conversation completeness: Incomplete, DATA (15)
	TCP Segment Len: 0
	Sequence Number: 7287    (relative sequence number)
	Sequence Number (raw): 1170502577
	Next Sequence Number: 7287    (relative sequence number)
	Acknowledgment Number: 3542    (relative ack number)
	Acknowledgment number (raw): 1482268754
	1000 .... = Header Length: 32 bytes (8)
	Flags: 0x010 (ACK)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 0... = Push: Not set
	.... .... .0.. = Reset: Not set
	.... .... ..0. = Syn: Not set
	.... .... ...0 = Fin: Not set
	TCP Flags: ·······A····
	Window: 501
	Calculated window size: 64128
	Window size scaling factor: 128
	Checksum: 0x7b60 [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (12 bytes), No-Operation (NOP), No-Operation (NOP), Timestamps
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	TCP Option - Timestamps: TSval 3934215908, TSecr 3280842227
	Length: 10
	Timestamp value: 3934215908
	Timestamp echo reply: 3280842227
	Timestamps
	Time since first frame in this TCP stream: 16.179253000 seconds
	Time since previous frame in this TCP stream: 0.044447000 seconds
	SEQ/ACK analysis
	This is an ACK to the segment in frame: 788
	The RTT to ACK the segment was: 0.044447000 seconds
	iRTT: 0.040829000 seconds
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)

No attribute named ip
Just arrived: Packet (Length: 615)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0010 .... .... .... .... .... = Traffic Class: 0x02 (DSCP: CS0, ECN: ECT(0))
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..10 .... .... .... .... .... = Explicit Congestion Notification: ECN-Capable Transport codepoint '10' (2)
	.... 0110 1101 1001 0000 1010 = Flow Label: 0x6d90a
	Payload Length: 571
	Next Header: TCP (6)
	Hop Limit: 52
	Source Address: 2600:1406:4400:29b::441d
	Destination Address: 2001:420:c0c8:1004::148
Layer TCP:
	Source Port: 443
	Destination Port: 53169
	Stream index: 17
	Conversation completeness: Incomplete, DATA (15)
	TCP Segment Len: 539
	Sequence Number: 7287    (relative sequence number)
	Sequence Number (raw): 1170502577
	Next Sequence Number: 7826    (relative sequence number)
	Acknowledgment Number: 3542    (relative ack number)
	Acknowledgment number (raw): 1482268754
	1000 .... = Header Length: 32 bytes (8)
	Flags: 0x018 (PSH, ACK)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 1... = Push: Set
	.... .... .0.. = Reset: Not set
	.... .... ..0. = Syn: Not set
	.... .... ...0 = Fin: Not set
	TCP Flags: ·······AP···
	Window: 501
	Calculated window size: 64128
	Window size scaling factor: 128
	Checksum: 0xb7c9 [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (12 bytes), No-Operation (NOP), No-Operation (NOP), Timestamps
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	TCP Option - Timestamps: TSval 3934215921, TSecr 3280842227
	Length: 10
	Timestamp value: 3934215921
	Timestamp echo reply: 3280842227
	Timestamps
	Time since first frame in this TCP stream: 16.193193000 seconds
	Time since previous frame in this TCP stream: 0.013940000 seconds
	SEQ/ACK analysis
	iRTT: 0.040829000 seconds
